20150201 201000;1.131270;1.131280;1.131170;1.131170;0
20150201 201100;1.131170;1.131200;1.131120;1.131120;0
20150201 201200;1.131090;1.131110;1.131050;1.131110;0
20150201 201300;1.131110;1.131200;1.131090;1.131110;0
20150201 201400;1.131110;1.131230;1.131110;1.131230;0
20150201 201500;1.131230;1.131360;1.131230;1.131330;0
20150201 201600;1.131310;1.131320;1.131200;1.131210;0
20150201 201700;1.131230;1.131500;1.131230;1.131330;0
20150201 201800;1.131330;1.131330;1.131290;1.131320;0
20150201 201900;1.131330;1.131330;1.131290;1.131300;0
20150201 202000;1.131290;1.131390;1.131290;1.131320;0
20150201 202100;1.131390;1.131400;1.131390;1.131390;0
20150201 202200;1.131440;1.131500;1.131410;1.131500;0
20150201 202300;1.131500;1.131550;1.131500;1.131510;0
20150201 202400;1.131520;1.131520;1.131520;1.131520;0
20150201 202500;1.131510;1.131520;1.131510;1.131520;0
20150201 202600;1.131510;1.131540;1.131510;1.131530;0
20150201 202700;1.131530;1.131540;1.131090;1.131100;0
20150201 202800;1.131100;1.131100;1.131040;1.131040;0
20150201 202900;1.131040;1.131040;1.131020;1.131020;0
20150201 203000;1.131020;1.131020;1.130990;1.131010;0
20150201 203100;1.131020;1.131240;1.131020;1.131240;0
20150201 203200;1.131290;1.131310;1.131150;1.131200;0
20150201 203300;1.131220;1.131220;1.131180;1.131200;0
20150201 203400;1.131200;1.131240;1.131170;1.131240;0
20150201 203500;1.131290;1.131330;1.131260;1.131320;0
20150201 203600;1.131310;1.131310;1.131120;1.131150;0
20150201 203700;1.131170;1.131170;1.131110;1.131110;0
20150201 203800;1.131120;1.131280;1.131100;1.131260;0
20150201 203900;1.131280;1.131340;1.131280;1.131340;0
20150201 204000;1.131330;1.131330;1.131330;1.131330;0
20150201 204100;1.131340;1.131390;1.131330;1.131360;0
20150201 204200;1.131360;1.131390;1.131340;1.131340;0
20150201 204300;1.131330;1.131460;1.131330;1.131440;0
20150201 204400;1.131440;1.131570;1.131420;1.131480;0
20150201 204500;1.131480;1.131490;1.131210;1.131340;0
20150201 204600;1.131340;1.131470;1.131320;1.131470;0
20150201 204700;1.131470;1.131550;1.131320;1.131390;0
20150201 204800;1.131410;1.131410;1.131310;1.131310;0
20150201 204900;1.131300;1.131430;1.131300;1.131330;0
20150201 205000;1.131320;1.131330;1.131200;1.131210;0
20150201 205100;1.131200;1.131290;1.131130;1.131210;0
20150201 205200;1.131200;1.131230;1.131130;1.131230;0
20150201 205300;1.131230;1.131230;1.131220;1.131220;0
20150201 205400;1.131220;1.131220;1.131200;1.131200;0
20150201 205500;1.131200;1.131230;1.131200;1.131220;0
20150201 205600;1.131220;1.131230;1.131210;1.131210;0
20150201 205700;1.131230;1.131230;1.131210;1.131210;0
20150201 205800;1.131210;1.131310;1.131210;1.131310;0
20150201 205900;1.131330;1.131520;1.131330;1.131510;0
20150201 210000;1.131520;1.131670;1.131510;1.131650;0
20150201 210100;1.131640;1.131640;1.131500;1.131520;0
20150201 210200;1.131520;1.131520;1.131510;1.131520;0
20150201 210300;1.131520;1.131520;1.131500;1.131500;0
20150201 210400;1.131500;1.131500;1.131450;1.131450;0
20150201 210500;1.131460;1.131460;1.131330;1.131410;0
20150201 210600;1.131400;1.131530;1.131330;1.131520;0
20150201 210700;1.131520;1.131750;1.131490;1.131720;0
20150201 210800;1.131730;1.131730;1.131620;1.131630;0
20150201 210900;1.131640;1.132200;1.131640;1.131910;0
20150201 211000;1.131910;1.132120;1.131910;1.132100;0
20150201 211100;1.132110;1.132330;1.132060;1.132310;0
20150201 211200;1.132300;1.132470;1.132300;1.132440;0
20150201 211300;1.132450;1.132540;1.132440;1.132440;0
20150201 211400;1.132450;1.132450;1.132350;1.132410;0
20150201 211500;1.132420;1.132460;1.132360;1.132400;0
20150201 211600;1.132410;1.132430;1.132370;1.132420;0
20150201 211700;1.132420;1.132430;1.132420;1.132430;0
20150201 211800;1.132460;1.132460;1.132350;1.132350;0
20150201 211900;1.132350;1.132350;1.132340;1.132350;0
20150201 212000;1.132350;1.132350;1.132330;1.132340;0
20150201 212100;1.132320;1.132320;1.132220;1.132220;0
20150201 212200;1.132230;1.132230;1.132150;1.132160;0
20150201 212300;1.132160;1.132160;1.132080;1.132100;0
20150201 212400;1.132080;1.132120;1.132050;1.132090;0
20150201 212500;1.132080;1.132080;1.131930;1.131930;0
20150201 212600;1.131930;1.131930;1.131760;1.131810;0
20150201 212700;1.131810;1.131810;1.131640;1.131660;0
20150201 212800;1.131660;1.131750;1.131650;1.131730;0
20150201 212900;1.131740;1.131750;1.131530;1.131530;0
20150201 213000;1.131530;1.131620;1.131510;1.131620;0
20150201 213100;1.131620;1.131860;1.131510;1.131860;0
20150201 213200;1.131850;1.131910;1.131820;1.131830;0
20150201 213300;1.131820;1.131830;1.131720;1.131720;0
20150201 213400;1.131700;1.131730;1.131690;1.131730;0
20150201 213500;1.131720;1.131730;1.131620;1.131620;0
20150201 213600;1.131630;1.131660;1.131450;1.131660;0
20150201 213700;1.131760;1.131890;1.131760;1.131780;0
20150201 213800;1.131800;1.131930;1.131780;1.131930;0
20150201 213900;1.131860;1.131860;1.131780;1.131840;0
20150201 214000;1.131830;1.131850;1.131760;1.131760;0
20150201 214100;1.131750;1.131750;1.131640;1.131650;0
20150201 214200;1.131650;1.131660;1.131610;1.131610;0
20150201 214300;1.131610;1.131610;1.131600;1.131600;0
20150201 214400;1.131600;1.131620;1.131580;1.131620;0
20150201 214500;1.131630;1.131740;1.131630;1.131740;0
20150201 214600;1.131730;1.131730;1.131730;1.131730;0
20150201 214700;1.131730;1.131730;1.131700;1.131730;0
20150201 214800;1.131750;1.131840;1.131750;1.131840;0
20150201 214900;1.131890;1.131910;1.131840;1.131840;0
20150201 215000;1.131840;1.131840;1.131730;1.131730;0
20150201 215100;1.131760;1.131770;1.131600;1.131620;0
20150201 215200;1.131620;1.131760;1.131620;1.131760;0
20150201 215300;1.131760;1.131840;1.131750;1.131840;0
20150201 215400;1.131830;1.131850;1.131820;1.131830;0
20150201 215500;1.131820;1.131820;1.131650;1.131660;0
20150201 215600;1.131660;1.131660;1.131650;1.131660;0
20150201 215700;1.131650;1.131820;1.131650;1.131790;0
20150201 215800;1.131780;1.131780;1.131770;1.131770;0
20150201 215900;1.131760;1.131800;1.131720;1.131780;0
20150201 220000;1.131780;1.131820;1.131520;1.131520;0
20150201 220100;1.131520;1.131630;1.131440;1.131530;0
20150201 220200;1.131520;1.131540;1.131440;1.131440;0
20150201 220300;1.131420;1.131680;1.131420;1.131660;0
20150201 220400;1.131670;1.131670;1.131500;1.131500;0
20150201 220500;1.131480;1.131480;1.131130;1.131130;0
20150201 220600;1.131150;1.131180;1.131010;1.131140;0
20150201 220700;1.131140;1.131240;1.131140;1.131210;0
20150201 220800;1.131220;1.131330;1.131210;1.131300;0
20150201 220900;1.131300;1.131300;1.131110;1.131110;0
20150201 221000;1.131120;1.131140;1.130770;1.131010;0
20150201 221100;1.131000;1.131090;1.130980;1.131030;0
20150201 221200;1.131040;1.131040;1.130800;1.130800;0
20150201 221300;1.130800;1.130840;1.130710;1.130760;0
20150201 221400;1.130760;1.130760;1.130690;1.130740;0
20150201 221500;1.130750;1.130940;1.130740;1.130930;0
20150201 221600;1.130920;1.130930;1.130810;1.130830;0
20150201 221700;1.130830;1.130850;1.130820;1.130820;0
20150201 221800;1.130810;1.130970;1.130810;1.130960;0
20150201 221900;1.130950;1.130990;1.130950;1.130960;0
20150201 222000;1.130960;1.131050;1.130950;1.131050;0
20150201 222100;1.131050;1.131050;1.131020;1.131050;0
20150201 222200;1.131050;1.131110;1.131020;1.131020;0
20150201 222300;1.131020;1.131030;1.130860;1.130920;0
20150201 222400;1.130940;1.130940;1.130820;1.130840;0
20150201 222500;1.130850;1.130850;1.130750;1.130750;0
20150201 222600;1.130750;1.131060;1.130750;1.131010;0
20150201 222700;1.130970;1.130970;1.130910;1.130920;0
20150201 222800;1.130920;1.130920;1.130810;1.130810;0
20150201 222900;1.130780;1.130820;1.130720;1.130760;0
20150201 223000;1.130760;1.130850;1.130760;1.130790;0
20150201 223100;1.130780;1.130780;1.130690;1.130710;0
20150201 223200;1.130720;1.130740;1.130680;1.130740;0
20150201 223300;1.130730;1.130760;1.130730;1.130760;0
20150201 223400;1.130770;1.130840;1.130740;1.130820;0
20150201 223500;1.130820;1.130830;1.130620;1.130620;0
20150201 223600;1.130610;1.130640;1.130590;1.130590;0
20150201 223700;1.130570;1.130650;1.130530;1.130650;0
20150201 223800;1.130650;1.130650;1.130540;1.130640;0
20150201 223900;1.130630;1.130700;1.130600;1.130700;0
20150201 224000;1.130700;1.130760;1.130700;1.130730;0
20150201 224100;1.130730;1.130760;1.130730;1.130750;0
20150201 224200;1.130760;1.130840;1.130730;1.130790;0
20150201 224300;1.130780;1.130830;1.130740;1.130830;0
20150201 224400;1.130830;1.130840;1.130830;1.130830;0
20150201 224600;1.130830;1.130920;1.130810;1.130920;0
20150201 224700;1.130920;1.130920;1.130910;1.130910;0
20150201 224800;1.130940;1.130980;1.130920;1.130960;0
20150201 224900;1.130960;1.131030;1.130930;1.131020;0
20150201 225000;1.131020;1.131020;1.130920;1.130940;0
20150201 225100;1.130920;1.130930;1.130920;1.130920;0
20150201 225200;1.130990;1.131040;1.130990;1.131040;0
20150201 225300;1.131040;1.131040;1.131020;1.131030;0
20150201 225400;1.131040;1.131040;1.131020;1.131030;0
20150201 225500;1.131020;1.131030;1.131020;1.131030;0
20150201 225600;1.131010;1.131020;1.131010;1.131020;0
20150201 225700;1.131030;1.131030;1.131010;1.131010;0
20150201 225800;1.131010;1.131030;1.131010;1.131030;0
20150201 225900;1.130980;1.131030;1.130980;1.131030;0
20150201 230000;1.131010;1.131010;1.130920;1.130980;0
20150201 230100;1.130980;1.131020;1.130930;1.130980;0
20150201 230200;1.130990;1.131010;1.130990;1.131000;0
20150201 230300;1.131000;1.131010;1.131000;1.131010;0
20150201 230400;1.131000;1.131030;1.131000;1.131010;0
20150201 230500;1.131020;1.131020;1.131010;1.131010;0
20150201 230600;1.131000;1.131030;1.130990;1.131020;0
20150201 230700;1.131030;1.131030;1.131020;1.131020;0
20150201 230800;1.131000;1.131040;1.131000;1.131040;0
20150201 230900;1.131050;1.131130;1.131050;1.131130;0
20150201 231000;1.131140;1.131240;1.131140;1.131230;0
20150201 231100;1.131240;1.131310;1.131240;1.131250;0
20150201 231200;1.131250;1.131250;1.131240;1.131240;0
20150201 231300;1.131230;1.131310;1.131230;1.131310;0
20150201 231400;1.131300;1.131300;1.131210;1.131250;0
20150201 231500;1.131250;1.131250;1.131250;1.131250;0
20150201 231600;1.131230;1.131240;1.131230;1.131240;0
20150201 231700;1.131280;1.131330;1.131280;1.131310;0
20150201 231800;1.131310;1.131310;1.131270;1.131290;0
20150201 231900;1.131270;1.131290;1.131250;1.131280;0
20150201 232000;1.131270;1.131310;1.131250;1.131250;0
20150201 232100;1.131240;1.131240;1.131240;1.131240;0
20150201 232200;1.131240;1.131250;1.131240;1.131240;0
20150201 232300;1.131240;1.131240;1.131130;1.131130;0
20150201 232400;1.131130;1.131140;1.131130;1.131130;0
20150201 232500;1.131160;1.131200;1.131130;1.131200;0
20150201 232600;1.131200;1.131210;1.131160;1.131210;0
20150201 232700;1.131200;1.131210;1.131140;1.131160;0
20150201 232800;1.131150;1.131150;1.131140;1.131140;0
20150201 232900;1.131160;1.131160;1.131160;1.131160;0
20150201 233000;1.131150;1.131150;1.131140;1.131140;0
20150201 233100;1.131150;1.131220;1.131150;1.131210;0
20150201 233200;1.131190;1.131190;1.131130;1.131130;0
20150201 233300;1.131140;1.131240;1.131130;1.131230;0
20150201 233400;1.131230;1.131230;1.131220;1.131220;0
20150201 233500;1.131220;1.131230;1.131130;1.131220;0
20150201 233600;1.131220;1.131220;1.131210;1.131210;0
20150201 233700;1.131230;1.131310;1.131230;1.131270;0
20150201 233800;1.131250;1.131250;1.131170;1.131210;0
20150201 233900;1.131200;1.131210;1.131130;1.131170;0
20150201 234000;1.131170;1.131210;1.131160;1.131210;0
20150201 234100;1.131200;1.131230;1.131140;1.131170;0
20150201 234200;1.131210;1.131220;1.131150;1.131220;0
20150201 234300;1.131220;1.131250;1.131210;1.131210;0
20150201 234400;1.131210;1.131330;1.131200;1.131320;0
20150201 234500;1.131310;1.131310;1.131230;1.131240;0
20150201 234600;1.131230;1.131230;1.131150;1.131220;0
20150201 234700;1.131220;1.131240;1.131220;1.131230;0
20150201 234800;1.131220;1.131220;1.131220;1.131220;0
20150201 234900;1.131220;1.131220;1.131190;1.131210;0
20150201 235000;1.131220;1.131230;1.131210;1.131210;0
20150201 235100;1.131230;1.131270;1.131130;1.131200;0
20150201 235200;1.131210;1.131210;1.131130;1.131210;0
20150201 235300;1.131220;1.131230;1.131210;1.131230;0
20150201 235400;1.131210;1.131210;1.131210;1.131210;0
20150201 235500;1.131210;1.131210;1.131150;1.131210;0
20150201 235600;1.131190;1.131200;1.131130;1.131150;0
20150201 235700;1.131160;1.131180;1.131130;1.131130;0
20150201 235800;1.131130;1.131210;1.131090;1.131090;0
20150201 235900;1.131090;1.131110;1.130830;1.130830;0
20150202 000000;1.130840;1.130940;1.130830;1.130830;0
20150202 000100;1.130880;1.130900;1.130830;1.130830;0
20150202 000200;1.130830;1.131060;1.130830;1.131020;0
20150202 000300;1.131010;1.131020;1.130960;1.131020;0
20150202 000400;1.131020;1.131040;1.131020;1.131030;0
20150202 000500;1.131030;1.131130;1.131030;1.131120;0
20150202 000600;1.131120;1.131120;1.131120;1.131120;0
20150202 000700;1.131120;1.131120;1.131120;1.131120;0
20150202 000800;1.131110;1.131130;1.131060;1.131130;0
20150202 000900;1.131120;1.131130;1.131120;1.131120;0
20150202 001000;1.131130;1.131210;1.131120;1.131210;0
20150202 001100;1.131240;1.131320;1.131220;1.131230;0
20150202 001200;1.131210;1.131230;1.131120;1.131230;0
20150202 001300;1.131240;1.131240;1.131210;1.131210;0
20150202 001400;1.131210;1.131210;1.131130;1.131150;0
20150202 001500;1.131160;1.131300;1.131140;1.131250;0
20150202 001600;1.131250;1.131250;1.131240;1.131240;0
20150202 001700;1.131220;1.131230;1.131140;1.131230;0
20150202 001800;1.131230;1.131230;1.131170;1.131220;0
20150202 001900;1.131230;1.131230;1.131230;1.131230;0
20150202 002000;1.131230;1.131320;1.131210;1.131230;0
20150202 002100;1.131210;1.131230;1.131210;1.131210;0
20150202 002200;1.131230;1.131230;1.131190;1.131210;0
20150202 002300;1.131210;1.131210;1.131110;1.131110;0
20150202 002400;1.131110;1.131110;1.131020;1.131020;0
20150202 002500;1.131010;1.131110;1.130980;1.131110;0
20150202 002600;1.131110;1.131110;1.131110;1.131110;0
20150202 002700;1.131090;1.131110;1.131020;1.131110;0
20150202 002800;1.131060;1.131110;1.131030;1.131080;0
20150202 002900;1.131070;1.131110;1.131030;1.131030;0
20150202 003000;1.131030;1.131030;1.130980;1.131010;0
20150202 003100;1.131010;1.131020;1.131010;1.131020;0
20150202 003200;1.131010;1.131030;1.131010;1.131020;0
20150202 003300;1.131080;1.131110;1.131080;1.131110;0
20150202 003400;1.131100;1.131100;1.131100;1.131100;0
20150202 003500;1.131090;1.131120;1.131090;1.131120;0
20150202 003600;1.131110;1.131240;1.131110;1.131240;0
20150202 003700;1.131230;1.131230;1.131230;1.131230;0
20150202 003800;1.131220;1.131220;1.131220;1.131220;0
20150202 003900;1.131230;1.131230;1.131120;1.131120;0
20150202 004000;1.131110;1.131110;1.130990;1.131030;0
20150202 004100;1.131030;1.131080;1.130990;1.131010;0
20150202 004200;1.131000;1.131000;1.130990;1.130990;0
20150202 004300;1.130990;1.130990;1.130810;1.130810;0
20150202 004400;1.130810;1.130830;1.130810;1.130830;0
20150202 004500;1.130830;1.130830;1.130810;1.130810;0
20150202 004600;1.130810;1.130810;1.130800;1.130800;0
20150202 004700;1.130810;1.130830;1.130800;1.130830;0
20150202 004800;1.130820;1.130840;1.130820;1.130830;0
20150202 004900;1.130830;1.130910;1.130810;1.130890;0
20150202 005000;1.130880;1.130930;1.130820;1.130830;0
20150202 005100;1.130850;1.130850;1.130810;1.130810;0
20150202 005200;1.130810;1.130810;1.130720;1.130750;0
20150202 005300;1.130740;1.130820;1.130730;1.130730;0
20150202 005400;1.130730;1.130750;1.130730;1.130740;0
20150202 005500;1.130730;1.130740;1.130730;1.130730;0
20150202 005600;1.130730;1.130800;1.130720;1.130760;0
20150202 005800;1.130760;1.130850;1.130760;1.130800;0
20150202 005900;1.130820;1.130900;1.130810;1.130810;0
20150202 010000;1.130810;1.130810;1.130590;1.130600;0
20150202 010100;1.130600;1.130600;1.130110;1.130190;0
20150202 010200;1.130180;1.130200;1.129910;1.130010;0
20150202 010300;1.130010;1.130020;1.129630;1.129630;0
