"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.HEADLINE_1","Input.HEADLINE_2","Input.HEADLINE_3","Input.HEADLINE_4","Input.HEADLINE_5","Answer.Q1Answer","Answer.Q2Answer","Answer.Q3Answer","Answer.Q4Answer","Answer.Q5Answer","Approve","Reject"
"3LB1BGHFL2W8S86941HVXQ4IPLYTY5","385XUCFVXWKRWL4XEHZK2ZGP4474VO","Classify News Headlines","Classify 1-5 based on a certain factor","classification, sentiment, rating","$0.02","Mon Mar 30 22:30:15 PDT 2015","3","BatchId:1880747;","600","28800","Mon Apr 06 22:30:15 PDT 2015","","","37FMASSAYCRPS6VHQZ99ZSZRBPNBIQ","A1YJKLVJW1FE33","Submitted","Tue Mar 31 05:11:48 PDT 2015","Tue Mar 31 05:12:02 PDT 2015","Tue Mar 31 13:12:02 PDT 2015","","","","14","0% (0/0)","0% (0/0)","0% (0/0)","Letter from China:  spirit quest","China voices: the construction worker","Asias richest woman appeals for millions","Chinas Cultural Revolution remembered by artist Xu Weixin - video","China faces up to obesity epidemic","0","0","0","0","-1"
"3LB1BGHFL2W8S86941HVXQ4IPLYTY5","385XUCFVXWKRWL4XEHZK2ZGP4474VO","Classify News Headlines","Classify 1-5 based on a certain factor","classification, sentiment, rating","$0.02","Mon Mar 30 22:30:15 PDT 2015","3","BatchId:1880747;","600","28800","Mon Apr 06 22:30:15 PDT 2015","","","3G5F9DBFOPX45PI3PYIO0SSJE4OHV9","A1M8AYAL3L8ACP","Approved","Tue Mar 31 03:32:41 PDT 2015","Tue Mar 31 03:32:59 PDT 2015","Tue Mar 31 11:32:59 PDT 2015","2015-03-31 18:34:13 UTC","","","18","100% (69/69)","100% (69/69)","100% (69/69)","Letter from China:  spirit quest","China voices: the construction worker","Asias richest woman appeals for millions","Chinas Cultural Revolution remembered by artist Xu Weixin - video","China faces up to obesity epidemic","0","0","0","0","0"
"33W1NHWFYHL8XYGE0NJEBXDKVF2TZW","385XUCFVXWKRWL4XEHZK2ZGP4474VO","Classify News Headlines","Classify 1-5 based on a certain factor","classification, sentiment, rating","$0.02","Mon Mar 30 22:30:15 PDT 2015","3","BatchId:1880747;","600","28800","Mon Apr 06 22:30:15 PDT 2015","","","3DHE4R9OCWBH82PQHIGVDNJ726F2GK","A746183X8258H","Approved","Mon Mar 30 22:38:10 PDT 2015","Mon Mar 30 22:38:28 PDT 2015","Tue Mar 31 06:38:28 PDT 2015","2015-03-31 13:39:13 UTC","","","18","100% (13/13)","100% (13/13)","100% (13/13)","Taiwan's voters defy Beijing","Chinese fans riot at ref's foul decision","The risk that China is taking","China hopes to stand firm in storm","China: lawyers fear new regulation against 'disrupting' hearings","0","0","0","-1","-1"
"33W1NHWFYHL8XYGE0NJEBXDKVF2TZW","385XUCFVXWKRWL4XEHZK2ZGP4474VO","Classify News Headlines","Classify 1-5 based on a certain factor","classification, sentiment, rating","$0.02","Mon Mar 30 22:30:15 PDT 2015","3","BatchId:1880747;","600","28800","Mon Apr 06 22:30:15 PDT 2015","","","3EF8EXOTT1VKAJXV6K1K5H1I2SKJ1Q","A1M8AYAL3L8ACP","Approved","Tue Mar 31 03:21:49 PDT 2015","Tue Mar 31 03:22:11 PDT 2015","Tue Mar 31 11:22:11 PDT 2015","2015-03-31 18:24:13 UTC","","","22","100% (69/69)","100% (69/69)","100% (69/69)","Taiwan's voters defy Beijing","Chinese fans riot at ref's foul decision","The risk that China is taking","China hopes to stand firm in storm","China: lawyers fear new regulation against 'disrupting' hearings","0","0","0","0","0"
"33W1NHWFYHL8XYGE0NJEBXDKVF2TZW","385XUCFVXWKRWL4XEHZK2ZGP4474VO","Classify News Headlines","Classify 1-5 based on a certain factor","classification, sentiment, rating","$0.02","Mon Mar 30 22:30:15 PDT 2015","3","BatchId:1880747;","600","28800","Mon Apr 06 22:30:15 PDT 2015","","","3KMS4QQVK2Q6BIXLV4GHVY5PIR5KFT","A1YJKLVJW1FE33","Submitted","Tue Mar 31 05:19:21 PDT 2015","Tue Mar 31 05:19:32 PDT 2015","Tue Mar 31 13:19:32 PDT 2015","","","","11","0% (0/0)","0% (0/0)","0% (0/0)","Taiwan's voters defy Beijing","Chinese fans riot at ref's foul decision","The risk that China is taking","China hopes to stand firm in storm","China: lawyers fear new regulation against 'disrupting' hearings","-1","-1","0","0","-1"
"3ZICQFRS31I4JAPD6F8WXLE1GBNZZH","385XUCFVXWKRWL4XEHZK2ZGP4474VO","Classify News Headlines","Classify 1-5 based on a certain factor","classification, sentiment, rating","$0.02","Mon Mar 30 22:30:16 PDT 2015","3","BatchId:1880747;","600","28800","Mon Apr 06 22:30:16 PDT 2015","","","324G5B4FB38RJZBB9S8NOMDZ65F705","A1M8AYAL3L8ACP","Approved","Tue Mar 31 03:25:50 PDT 2015","Tue Mar 31 03:26:10 PDT 2015","Tue Mar 31 11:26:10 PDT 2015","2015-03-31 18:29:13 UTC","","","20","100% (69/69)","100% (69/69)","100% (69/69)","In ever-widening security cordon, a palpable fear","Letter from China: Kazakh life","Video Chinas migrant families suffer under hukou housing registration system","What they're reading in China","Gu Kailai trial: China braced for global attention","-1","0","-1","0","0"
"3ZICQFRS31I4JAPD6F8WXLE1GBNZZH","385XUCFVXWKRWL4XEHZK2ZGP4474VO","Classify News Headlines","Classify 1-5 based on a certain factor","classification, sentiment, rating","$0.02","Mon Mar 30 22:30:16 PDT 2015","3","BatchId:1880747;","600","28800","Mon Apr 06 22:30:16 PDT 2015","","","3O6CYIULED1MP0OSF7UJ590NFLPUWU","A746183X8258H","Approved","Mon Mar 30 22:35:09 PDT 2015","Mon Mar 30 22:35:41 PDT 2015","Tue Mar 31 06:35:41 PDT 2015","2015-03-31 13:39:13 UTC","","","32","100% (13/13)","100% (13/13)","100% (13/13)","In ever-widening security cordon, a palpable fear","Letter from China: Kazakh life","Video Chinas migrant families suffer under hukou housing registration system","What they're reading in China","Gu Kailai trial: China braced for global attention","-1","0","-1","0","0"
"3ZICQFRS31I4JAPD6F8WXLE1GBNZZH","385XUCFVXWKRWL4XEHZK2ZGP4474VO","Classify News Headlines","Classify 1-5 based on a certain factor","classification, sentiment, rating","$0.02","Mon Mar 30 22:30:16 PDT 2015","3","BatchId:1880747;","600","28800","Mon Apr 06 22:30:16 PDT 2015","","","3T111IHZ5EQJXCJ3I2PMME5SAL1R9Y","A0017268R9SKD8U2Y3F","Approved","Tue Mar 31 01:07:07 PDT 2015","Tue Mar 31 01:11:55 PDT 2015","Tue Mar 31 09:11:55 PDT 2015","2015-03-31 16:14:14 UTC","","","288","100% (2/2)","100% (2/2)","100% (2/2)","In ever-widening security cordon, a palpable fear","Letter from China: Kazakh life","Video Chinas migrant families suffer under hukou housing registration system","What they're reading in China","Gu Kailai trial: China braced for global attention","-1","0","-2","0","0"
"3LVTFB9DE5IVE1THTR1ULLMR0I9GQG","385XUCFVXWKRWL4XEHZK2ZGP4474VO","Classify News Headlines","Classify 1-5 based on a certain factor","classification, sentiment, rating","$0.02","Mon Mar 30 22:30:16 PDT 2015","3","BatchId:1880747;","600","28800","Mon Apr 06 22:30:16 PDT 2015","","","3M0BCWMB8VW7T1FMFGDO0J8ZQ0LWBI","A1YJKLVJW1FE33","Submitted","Tue Mar 31 05:06:12 PDT 2015","Tue Mar 31 05:06:25 PDT 2015","Tue Mar 31 13:06:25 PDT 2015","","","","13","0% (0/0)","0% (0/0)","0% (0/0)","Eyewitness: Hong Kong, China","Six-nation group tries to defuse tensions over Iran nuclear programme","Leader: China returns spy plane","Number of Chinese web users grows by a third","Chinese fireworks truck explosion destroys bridge","0","-1","-1","1","-1"
"3LVTFB9DE5IVE1THTR1ULLMR0I9GQG","385XUCFVXWKRWL4XEHZK2ZGP4474VO","Classify News Headlines","Classify 1-5 based on a certain factor","classification, sentiment, rating","$0.02","Mon Mar 30 22:30:16 PDT 2015","3","BatchId:1880747;","600","28800","Mon Apr 06 22:30:16 PDT 2015","","","3PPTZCWALQKYR2MG9LULUCXGT2PZQM","A1M8AYAL3L8ACP","Approved","Tue Mar 31 03:39:27 PDT 2015","Tue Mar 31 03:39:45 PDT 2015","Tue Mar 31 11:39:45 PDT 2015","2015-03-31 18:44:13 UTC","","","18","100% (69/69)","100% (69/69)","100% (69/69)","Eyewitness: Hong Kong, China","Six-nation group tries to defuse tensions over Iran nuclear programme","Leader: China returns spy plane","Number of Chinese web users grows by a third","Chinese fireworks truck explosion destroys bridge","0","0","0","1","-1"
"3LVTFB9DE5IVE1THTR1ULLMR0I9GQG","385XUCFVXWKRWL4XEHZK2ZGP4474VO","Classify News Headlines","Classify 1-5 based on a certain factor","classification, sentiment, rating","$0.02","Mon Mar 30 22:30:16 PDT 2015","3","BatchId:1880747;","600","28800","Mon Apr 06 22:30:16 PDT 2015","","","3X4JMASXCM9ELBE1M9K3TOZVPV40BI","A746183X8258H","Approved","Mon Mar 30 22:37:37 PDT 2015","Mon Mar 30 22:38:09 PDT 2015","Tue Mar 31 06:38:09 PDT 2015","2015-03-31 13:39:13 UTC","","","32","100% (13/13)","100% (13/13)","100% (13/13)","Eyewitness: Hong Kong, China","Six-nation group tries to defuse tensions over Iran nuclear programme","Leader: China returns spy plane","Number of Chinese web users grows by a third","Chinese fireworks truck explosion destroys bridge","0","-1","0","0","-1"
"3IYI9285WS01B29ZWFL2YTPQOVPJCI","385XUCFVXWKRWL4XEHZK2ZGP4474VO","Classify News Headlines","Classify 1-5 based on a certain factor","classification, sentiment, rating","$0.02","Mon Mar 30 22:30:16 PDT 2015","3","BatchId:1880747;","600","28800","Mon Apr 06 22:30:16 PDT 2015","","","3GNA64GUZE40KO2R2XN558QLS3FQ54","A39RI813AGKDFK","Approved","Mon Mar 30 22:36:18 PDT 2015","Mon Mar 30 22:36:47 PDT 2015","Tue Mar 31 06:36:47 PDT 2015","2015-03-31 13:39:13 UTC","","","29","100% (2/2)","100% (2/2)","100% (2/2)","Death sentence for Chinese Christian sect trio","French Spiderman Alain Robert","Japanese MP says Japan could become Chinese province","Spy plane crisis: An explicit threat - but only in Chinese","Chinas alarming increase in obesity blamed on more affluent lifestyle","-2","0","1","-2","-2"
"3IYI9285WS01B29ZWFL2YTPQOVPJCI","385XUCFVXWKRWL4XEHZK2ZGP4474VO","Classify News Headlines","Classify 1-5 based on a certain factor","classification, sentiment, rating","$0.02","Mon Mar 30 22:30:16 PDT 2015","3","BatchId:1880747;","600","28800","Mon Apr 06 22:30:16 PDT 2015","","","3PB5A5BD0V6OU3MWNUXQ9E0FDM47G8","A1M8AYAL3L8ACP","Approved","Tue Mar 31 03:45:59 PDT 2015","Tue Mar 31 03:46:23 PDT 2015","Tue Mar 31 11:46:23 PDT 2015","2015-03-31 18:49:13 UTC","","","24","100% (69/69)","100% (69/69)","100% (69/69)","Death sentence for Chinese Christian sect trio","French Spiderman Alain Robert","Japanese MP says Japan could become Chinese province","Spy plane crisis: An explicit threat - but only in Chinese","Chinas alarming increase in obesity blamed on more affluent lifestyle","-2","0","0","-2","-1"
"3IYI9285WS01B29ZWFL2YTPQOVPJCI","385XUCFVXWKRWL4XEHZK2ZGP4474VO","Classify News Headlines","Classify 1-5 based on a certain factor","classification, sentiment, rating","$0.02","Mon Mar 30 22:30:16 PDT 2015","3","BatchId:1880747;","600","28800","Mon Apr 06 22:30:16 PDT 2015","","","3TXD01ZLD4HAGY5851O0AHHWVSQ4UI","A746183X8258H","Approved","Mon Mar 30 22:35:42 PDT 2015","Mon Mar 30 22:36:03 PDT 2015","Tue Mar 31 06:36:03 PDT 2015","2015-03-31 13:39:13 UTC","","","21","100% (13/13)","100% (13/13)","100% (13/13)","Death sentence for Chinese Christian sect trio","French Spiderman Alain Robert","Japanese MP says Japan could become Chinese province","Spy plane crisis: An explicit threat - but only in Chinese","Chinas alarming increase in obesity blamed on more affluent lifestyle","-2","0","0","-1","-2"
"33QQ60S6ASIQVQPDWYWWAUW0WMQU0W","385XUCFVXWKRWL4XEHZK2ZGP4474VO","Classify News Headlines","Classify 1-5 based on a certain factor","classification, sentiment, rating","$0.02","Mon Mar 30 22:30:16 PDT 2015","3","BatchId:1880747;","600","28800","Mon Apr 06 22:30:16 PDT 2015","","","3NPFYT4IZC4I9ISN571O3DD3FFJGXC","A1YJKLVJW1FE33","Submitted","Tue Mar 31 05:14:15 PDT 2015","Tue Mar 31 05:14:30 PDT 2015","Tue Mar 31 13:14:30 PDT 2015","","","","15","0% (0/0)","0% (0/0)","0% (0/0)","HIV wedding rings in change for China","US threatens to quit talks with China","Beijing takes first step to end betting ban","Taiwan president shot in election attack","Zhou Yongkang: oil boss who became China's third most powerful man","-1","-1","0","-1","0"
"33QQ60S6ASIQVQPDWYWWAUW0WMQU0W","385XUCFVXWKRWL4XEHZK2ZGP4474VO","Classify News Headlines","Classify 1-5 based on a certain factor","classification, sentiment, rating","$0.02","Mon Mar 30 22:30:16 PDT 2015","3","BatchId:1880747;","600","28800","Mon Apr 06 22:30:16 PDT 2015","","","3R6P78PK7KBBS1J30X0REASX2JUGTS","A1M8AYAL3L8ACP","Approved","Tue Mar 31 03:18:27 PDT 2015","Tue Mar 31 03:19:08 PDT 2015","Tue Mar 31 11:19:08 PDT 2015","2015-03-31 18:19:13 UTC","","","41","100% (69/69)","100% (69/69)","100% (69/69)","HIV wedding rings in change for China","US threatens to quit talks with China","Beijing takes first step to end betting ban","Taiwan president shot in election attack","Zhou Yongkang: oil boss who became China's third most powerful man","0","-1","0","-2","0"
"33QQ60S6ASIQVQPDWYWWAUW0WMQU0W","385XUCFVXWKRWL4XEHZK2ZGP4474VO","Classify News Headlines","Classify 1-5 based on a certain factor","classification, sentiment, rating","$0.02","Mon Mar 30 22:30:16 PDT 2015","3","BatchId:1880747;","600","28800","Mon Apr 06 22:30:16 PDT 2015","","","3U84XHCDICDR2XZIBON8R9WBXA54Z7","A746183X8258H","Approved","Mon Mar 30 22:39:39 PDT 2015","Mon Mar 30 22:40:06 PDT 2015","Tue Mar 31 06:40:06 PDT 2015","2015-03-31 13:44:13 UTC","","","27","100% (13/13)","100% (13/13)","100% (13/13)","HIV wedding rings in change for China","US threatens to quit talks with China","Beijing takes first step to end betting ban","Taiwan president shot in election attack","Zhou Yongkang: oil boss who became China's third most powerful man","0","-1","0","-2","0"
"30UZJB2POHC5R3YVEK674G2R0HI53L","385XUCFVXWKRWL4XEHZK2ZGP4474VO","Classify News Headlines","Classify 1-5 based on a certain factor","classification, sentiment, rating","$0.02","Mon Mar 30 22:30:16 PDT 2015","3","BatchId:1880747;","600","28800","Mon Apr 06 22:30:16 PDT 2015","","","3BV8HQ2ZZW14GCVOIK0O7EPGKG4A6X","A746183X8258H","Approved","Mon Mar 30 22:37:17 PDT 2015","Mon Mar 30 22:37:36 PDT 2015","Tue Mar 31 06:37:36 PDT 2015","2015-03-31 13:39:13 UTC","","","19","100% (13/13)","100% (13/13)","100% (13/13)","Your Lifelong Prisoner  Liu Xiaobos poem from prison","China supports Pakistan in row over Nato border attack","China sentences six men to death over ethnic riots","Thousands evacuated after blasts hit Chinese chemical plant","Hong Kong hit by typhoon Vicente  video","-1","-1","-2","-2","-1"
"30UZJB2POHC5R3YVEK674G2R0HI53L","385XUCFVXWKRWL4XEHZK2ZGP4474VO","Classify News Headlines","Classify 1-5 based on a certain factor","classification, sentiment, rating","$0.02","Mon Mar 30 22:30:16 PDT 2015","3","BatchId:1880747;","600","28800","Mon Apr 06 22:30:16 PDT 2015","","","3U5JL4WY5K92X2Z3A6ZNUOG0PA94XC","A2WCCV1W8UE8ED","Approved","Tue Mar 31 01:13:00 PDT 2015","Tue Mar 31 01:13:29 PDT 2015","Tue Mar 31 09:13:29 PDT 2015","2015-03-31 16:14:14 UTC","","","29","100% (8/8)","100% (8/8)","100% (8/8)","Your Lifelong Prisoner  Liu Xiaobos poem from prison","China supports Pakistan in row over Nato border attack","China sentences six men to death over ethnic riots","Thousands evacuated after blasts hit Chinese chemical plant","Hong Kong hit by typhoon Vicente  video","0","-1","-1","0","0"
"30UZJB2POHC5R3YVEK674G2R0HI53L","385XUCFVXWKRWL4XEHZK2ZGP4474VO","Classify News Headlines","Classify 1-5 based on a certain factor","classification, sentiment, rating","$0.02","Mon Mar 30 22:30:16 PDT 2015","3","BatchId:1880747;","600","28800","Mon Apr 06 22:30:16 PDT 2015","","","3X1FV8S5JXRQ5TNS5S06FSGIZ4AGV8","A1M8AYAL3L8ACP","Approved","Tue Mar 31 03:24:42 PDT 2015","Tue Mar 31 03:25:09 PDT 2015","Tue Mar 31 11:25:09 PDT 2015","2015-03-31 18:29:13 UTC","","","27","100% (69/69)","100% (69/69)","100% (69/69)","Your Lifelong Prisoner  Liu Xiaobos poem from prison","China supports Pakistan in row over Nato border attack","China sentences six men to death over ethnic riots","Thousands evacuated after blasts hit Chinese chemical plant","Hong Kong hit by typhoon Vicente  video","0","0","-2","-2","-1"
